InstallateurPV,Référence,ARRIVAGE,N°Police,Date de payement,N°bon,TYPE CTR,REMARQUE DISTRICT,REMARQUE LABO,AVIS,DATE RECEPTION ARRIVAGE,DATE ENVOI ARRIVAGE,DISPATCHING CTR,DATE APP DOSS,DATE RECEP,DATE POSE,AVIS RECP
VOLTA PV,704126100,STEG9,E6542394,10/19/2023,,TRI,,,OUI,,,1,,,,
NOUR ENERGY,724548753,STEG9,6530015,9/18/2023,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,721364500,STEG9,6537558,10/6/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,725201821,STEG10,FI-87-23-02712,02/089/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,714244502,STEG10,FI-87-23-04128,11/29/2022,,MONO,,,OUI,,,1,,,,
AFF ETEINT,719185980,STEG10,FI-87-23-04163,12/1/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,723607201,STEG10,FI-87-21-03484,12/8/2021,,TRI,,,OUI,,,1,,,,
FOCUS ENERGIE,704428120,STEG10,,,,TRI,,,OUI,,,1,,,,
GEC,704400260,STEG10,,11/23/2023,,MONO,,,OUI,,,1,,,,
GTP,708204701,STEG10,,11/3/2003,,MONO,,,OUI,,,1,,,,
MEGA SUN ENERGY,718606480,STEG10,6558587,11/29/2023,,TRI,,,OUI,,,1,,,,
SOLIDER,703451840,STEG10,6525754,9/6/2023,,MONO,,,OUI,,,1,,,,
SOLIDER,725224500,STEG10,6539264,10/17/2023,,MONO,,,OUI,,,1,,,,
SOLIDER,713487700,STEG10,6556212,11/23/2023,,MONO,,,OUI,,,1,,,,
SOLIDER,704540500,STEG10,6540651,10/16/2023,,MONO,,,OUI,,,1,,,,
SOLIDER,719685250,STEG10,6548032,11/13/2023,,MONO,,,OUI,,,1,,,,
SOLIDER,718285300,STEG10,6548033,11/3/2023,,MONO,,,OUI,,,1,,,,
SOLIDER,704544300,STEG10,6544160,10/31/2023,,MONO,,,OUI,,,1,,,,
SOLIDER,725202640,STEG10,6557708,11/27/2023,,MONO,,,OUI,,,1,,,,
TESLA ENERGY,711906091,STEG10,6557052,11/24/2023,,TRI,,,OUI,,,1,,,,
UPV,716201100,STEG10,6562162,12/7/2023,,MONO,,,OUI,,,1,,,,
AEP,710481551,STEG10,6483022,5/23/2023,,MONO,,,OUI,,,,,,,
AEP,704445701,STEG10,6556328,11/24/2023,,TRI,,,OUI,,,1,,,,
SOLIDER,704223610,STEG10,6548036,11/2/2023,,TRI,,,OUI,,,1,,,,
AEP,718028450,STEG11,6567024,12/20/2023,,TRI,,,OUI,,,1,,,,
AFF ETEINT,720164101,STEG11,FI-50-23-00155,8/18/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,710724101,STEG11,FI-87-22-03225,9/27/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,727661280,STEG11,FI-87-23-01137,3/8/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,716063100,STEG11,FI-87-23-03434,10/19/2023,,MONO,,,OUI,,,1,,,,
AUG,718622910,STEG11,6477584,7/10/2023,,TRI,,,OUI,,,TRV OUSSEMA 21-03-24,,,,
BND,700360352,STEG11,6558719,11/29/2023,,MONO,,,OUI,,,1,,,,
BND,700330851,STEG11,6560520,12/4/2023,,MONO,,,OUI,,,1,,,,
BND,704360391,STEG11,6527598,9/11/2023,,MONO,,,OUI,,,1,,,,
EBS,719241910,STEG11,E6567216,12/21/2023,,MONO,,,OUI,,,1,,,,
EBS,719502190,STEG11,E6569683,12/27/2023,,MONO,,,OUI,,,1,,,,
EGS,700533770,STEG11,6567813,12/22/2023,,MONO,,,OUI,,,1,,,,
EGS,707562180,STEG11,6567833,12/22/2023,,MONO,,,OUI,,,1,,,,
EGS,717320251,STEG11,6570078,12/28/2023,,MONO,,,OUI,,,1,,,,
EGS,703417780,STEG11,6570082,12/28/2023,,MONO,,,OUI,,,1,,,,
ELECTRO RAPIDE,713008050,STEG11,6499575,7/7/2023,,MONO,,,OUI,,,1,,,,
FOCUS ENERGIE,710666830,STEG11,6557356,11/28/2023,,MONO,,,OUI,,,1,,,,
FOCUS ENERGIE,708701780,STEG11,6558344,11/28/2023,,MONO,,,OUI,,,1,,,,
GPC,711441760,STEG11,6547283,11/1/2023,,MONO,,,OUI,,,1,,,,
GPC,712422600,STEG11,6547819,11/2/2023,,MONO,,,OUI,,,1,,,,
GPC,717141580,STEG11,6551054,11/9/2023,,MONO,,,OUI,,,1,,,,
GPC,719624550,STEG11,6551063,11/9/2023,,MONO,,,OUI,,,1,,,,
GPC,707121820,STEG11,6551067,11/9/2023,,MONO,,,OUI,,,1,,,,
GPC,704304300,STEG11,6562641,12/8/2023,,MONO,,,OUI,,,1,,,,
GPC,721366301,STEG11,6557118,11/24/2023,,MONO,,,OUI,,,1,,,,
GPC,716343010,STEG11,6556034,11/22/2023,,MONO,,,OUI,,,1,,,,
GPC,713642302,STEG11,6559639,12/1/2023,,MONO,,,OUI,,,1,,,,
GPC,715022351,STEG11,6562647,12/8/2023,,MONO,,,OUI,,,1,,,,
GPC,713588400,STEG11,6562658,12/8/2023,,MONO,,,OUI,,,1,,,,
GPC,717802600,STEG11,6561670,12/6/2023,,MONO,,,OUI,,,1,,,,
GPC,719802750,STEG11,6562661,12/8/2023,,MONO,,,OUI,,,1,,,,
GPC,710361780,STEG11,6553441,11/16/2023,,MONO,,,OUI,,,1,,,,
GPC,714802100,STEG11,6561664,12/6/2023,,MONO,,,OUI,,,1,,,,
GPC,714194260,STEG11,6564629,12/14/2023,,MONO,,,OUI,,,1,,,,
GPC,706941401,STEG11,6565215,12/15/2023,,MONO,,,OUI,,,1,,,,
GPC,710887701,STEG11,6558754,11/29/2023,,TRI,,,OUI,,,1,,,,
SEQUOIA,725383681,STEG11,6565605,12/15/2023,,MONO,,,OUI,,,1,,,,
SOMABE,708821682,STEG11,E6506892,7/24/2023,,MONO,,,OUI,,,1,,,,
SOMABE,709866900,STEG11,E6506873,7/24/2023,,MONO,,,OUI,,,1,,,,
SOMABE,715809000,STEG11,E6501833,7/12/2023,,TRI,,,OUI,,,1,,,,
SOMABE,715808900,STEG11,E6501832,7/13/2023,,TRI,,,OUI,,,1,,,,
SOMABE,704851110,STEG11,E6510586,8/1/2023,,MONO,,,OUI,,,1,,,,
SOMABE,727200590,STEG11,E6526671,9/8/2023,,MONO,,,OUI,,,1,,,,
SOMABE,708628100,STEG11,E6526665,9/8/2023,,MONO,,,OUI,,,1,,,,
SOMABE,705480640,STEG11,E6520587,8/21/2023,,MONO,,,OUI,,,,,,,
SOMABE,717006901,STEG11,E6537281,10/5/2023,,MONO,,,OUI,,,1,,,,
SOMABE,713222370,STEG11,E6518238,8/18/2023,,TRI,,,OUI,,,1,,,,
SOMABE,719241400,STEG11,E6530659,9/20/2023,,TRI,,,OUI,,,1,,,,
SOMABE,701319200,STEG11,E6525191,9/5/2023,,MONO,,,OUI,,,1,,,,
SOMABE,715726050,STEG11,E6529543,9/15/2023,,MONO,,,OUI,,,1,,,,
SOMABE,704850901,STEG11,E6540151,10/19/2023,,MONO,,,OUI,,,1,,,,
SOMABE,714364204,STEG11,E6510570,8/1/2023,,TRI,,,OUI,,,1,,,,
SOMABE,707008604,STEG11,E6506900,7/24/2023,,TRI,,,OUI,,,1,,,,
SOMABE,713762450,STEG11,6548168,11/2/2023,,MONO,,,OUI,,,1,,,,
SOMABE,725203070,STEG11,E6548586,11/3/2023,,MONO,,,OUI,,,1,,,,
SOMABE,718186820,STEG11,E6546047,10/27/2023,,TRI,,,OUI,,,1,,,,
SOMABE,708843080,STEG11,E6553920,11/16/2023,,TRI,,,OUI,,,1,,,,
SOMABE,708843090,STEG11,E6553923,11/16/2023,,MONO,,,OUI,,,1,,,,
SOMABE,707946300,STEG11,E6555997,11/22/2023,,MONO,,,OUI,,,1,,,,
SOMABE,706605200,STEG11,E6551599,11/10/2023,,MONO,,,OUI,,,1,,,,
GPC,706523060,STEG11,E6551603,11/10/2023,,MONO,,,OUI,,,,,,,
Thinkpower,707652750,STEG11,6569026,12/26/2023,,MONO,,,OUI,,,1,,,,
Thinkpower,726660250,STEG11,6569028,12/26/2023,,TRI,,,OUI,,,1,,,,
Venergy,717685700,STEG11,E6565530,12/15/2023,,MONO,,,OUI,,,1,,,,
Venergy,716324760,STEG11,E6557067,12/15/2023,,MONO,,,OUI,,,1,,,,
Venergy,717818390,STEG11,E6565514,12/15/2023,,TRI,,,OUI,,,1,,,,
Venergy,710001980,STEG11,E6565517,12/15/2023,,MONO,,,OUI,,,1,,,,
Venergy,708023153,STEG11,6569885,12/28/2023,,MONO,,,OUI,,,1,,,,
AEP,723348010,STEG12,6577116,1/16/2024,,MONO,,,OUI,,,1,,,,
AEP,727617000,STEG12,6577105,1/16/2024,,MONO,,,OUI,,,1,,,,
AEP,715867300,STEG12,6577095,1/16/2024,,MONO,,,OUI,,,1,,,,
AEP,724881020,STEG12,6577091,1/16/2024,,TRI,,,OUI,,,1,,,,
AEP,715867930,STEG12,6577097,1/16/2024,,TRI,,,OUI,,,1,,,,
AFF ETEINT,713263500,STEG12,FI-87-20-00680,2/14/2020,,MONO,,,OUI,,,1,,,,
AFF ETEINT,704007880,STEG12,FI-87-23-04464,12/23/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,707541910,STEG12,FI-87-23-02640,7/20/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,713483150,STEG12,FI-87-23-03882,11/16/2023,,MONO,,,OUI,,,1,,,,
AFF ETEINT,719727950,STEG12,FI-87-20-00650,2/13/2020,,MONO,,,OUI,,,1,,,,
AFF ETEINT,707123060,STEG12,,,,TRI,,,OUI,,,1,,,,
AUG,720143301,STEG12,E6425503,,,TRI,,,OUI,,,1,,,,
BND,700535650,STEG12,6575209,1/11/2024,,MONO,,,OUI,,,1,,,,
EGS,711346500,STEG12,6549903,11/8/2023,,MONO,,,OUI,,,1,,,,
EGS,724702102,STEG12,6551057,11/13/2023,,MONO,,,OUI,,,1,,,,
EGS,707820840,STEG12,6550245,11/8/2023,,MONO,,,OUI,,,1,,,,
EGS,704328101,STEG12,6558262,11/28/2023,,TRI,,,OUI,,,1,,,,
EGS,719646901,STEG12,6553614,11/16/2023,,TRI,,,OUI,,,1,,,,
EGS,720061200,STEG12,6484205,5/26/2023,,TRI,,,OUI,,,1,,,,
EGS,713663362,STEG12,6524642,9/4/2023,,TRI,,,OUI,,,1,,,,
ELECTRO RAPIDE,701900670,STEG12,6567916,12/22/2023,,MONO,,,OUI,,,1,,,,
ELECTRO RAPIDE,701151660,STEG12,6554119,11/17/2023,,TRI,,,OUI,,,1,,,,
FOCUS ENERGIE,716345300,STEG12,6583614,2/1/2024,,MONO,,,OUI,,,1,,,,
FOCUS ENERGIE,715702650,STEG12,6583610,2/1/2024,,MONO,,,OUI,,,1,,,,
FOCUS ENERGIE,704404801,STEG12,6583590,1/1/2024,,MONO,,,OUI,,,1,,,,
FOCUS ENERGIE,702242301,STEG12,6583598,2/1/2024,,MONO,,,OUI,,,1,,,,
FOCUS ENERGIE,718347700,STEG12,6584299,2/2/2024,,MONO,,,OUI,,,1,,,,
FOCUS ENERGIE,708821201,STEG12,6583587,2/1/2024,,TRI,,,OUI,,,1,,,,
FOCUS ENERGIE,712194680,STEG12,6583600,2/1/2024,,TRI,,,OUI,,,1,,,,
FOURATI SOLAR TECHNOLOGY,719602580,STEG12,E6574799,10/1/2024,,TRI,,,OUI,,,1,,,,
GEC,719941752,STEG12,6578325,1/18/2024,,TRI,,,OUI,,,1,,,,
GPC,725565700,STEG12,E6570341,12/29/2023,,MONO,,,OUI,,,1,,,,
GPC,706786010,STEG12,E6570327,12/29/2023,,MONO,,,OUI,,,1,,,,
GPC,706867561,STEG12,E6570332,12/29/2023,,MONO,,,OUI,,,1,,,,
GPC,725543860,STEG12,E6570350,12/29/2023,,MONO,,,OUI,,,1,,,,
GPC,716020330,STEG12,E6570346,12/29/2023,,MONO,,,OUI,,,1,,,,
GPC,707946610,STEG12,E6569911,12/28/2023,,MONO,,,OUI,,,1,,,,
GPC,712524160,STEG12,E6569915,12/28/2023,,MONO,,,OUI,,,1,,,,
GPC,719643451,STEG12,E6575606,1/12/2024,,MONO,,,OUI,,,1,,,,
GPC,721785100,STEG12,E6575622,1/12/2024,,MONO,,,OUI,,,1,,,,
GPC,719606901,STEG12,E6575596,1/12/2024,,MONO,,,OUI,,,,,,,
GPC,714586800,STEG12,E6575611,1/12/2024,,TRI,,,OUI,,,1,,,,
GPC,704446800,STEG12,E6575000,1/12/2024,,TRI,,,OUI,,,1,,,,
GPC,707190650,STEG12,E6575196,1/12/2024,,TRI,,,OUI,,,1,,,,
GPEC,706270660,STEG12,6482954,5/23/2023,,MONO,,,OUI,,,1,,,,
GTP,710483961,STEG12,6569700,12/27/2023,,MONO,,,OUI,,,1,,,,
GTP,718617470,STEG12,6575755,1/12/2024,,MONO,,,OUI,,,1,,,,
INNOVA SS,706820150,STEG12,E6533006,,,MONO,,,OUI,,,1,,,,
MEGA SUN ENERGY,727045210,STEG12,6574932,1/11/2024,,TRI,,,OUI,,,1,,,,
MEGA SUN ENERGY,707124870,STEG12,6578520,1/19/2024,,TRI,,,OUI,,,1,,,,
NOUR ENERGY,720566701,STEG12,6567568,12/21/2023,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,724584600,STEG12,6574532,1/10/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,720583100,STEG12,6562664,12/8/2023,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,719783950,STEG12,6567589,12/21/2023,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,725420351,STEG12,6568216,12/22/2023,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,701291470,STEG12,6578079,1/18/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,713302901,STEG12,6574526,1/10/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,725202840,STEG12,6574536,1/10/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,720548060,STEG12,6383522,2/1/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,708886161,STEG12,6583531,2/1/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,713320580,STEG12,6566903,12/20/2023,,TRI,,,OUI,,,1,,,,
NOUR ENERGY,717801190,STEG12,6574517,1/10/2024,,TRI,,,OUI,,,1,,,,
NOUR ENERGY,710666901,STEG12,6583529,2/1/2024,,TRI,,,OUI,,,1,,,,
S.A.T.E.R SOLAR,704360430,STEG12,6561602,12/6/2023,,TRI,,,OUI,,,1,,,,
S.A.T.E.R SOLAR,707182490,STEG12,6562484,12/8/2023,,TRI,,,OUI,,,1,,,,
S.A.T.E.R SOLAR,722283850,STEG12,6574674,1/10/2024,,TRI,,,OUI,,,1,,,,
S.A.T.E.R SOLAR,713660952,STEG12,6574679,1/10/2024,,TRI,,,OUI,,,1,,,,
SATES,708768050,STEG12,E6573513,1/8/2024,,MONO,,,OUI,,,1,,,,
SATES,725606850,STEG12,E6575186,1/11/2024,,MONO,,,OUI,,,1,,,,
SATES,715827001,STEG12,E6578301,1/18/2024,,MONO,,,OUI,,,1,,,,
SATES,722141810,STEG12,E6573176,1/8/2024,,MONO,,,OUI,,,1,,,,
SATES,700756301,STEG12,E6573065,1/8/2024,,MONO,,,OUI,,,1,,,,
SATES,720042500,STEG12,E6548445,11/3/2023,,MONO,,,OUI,,,1,,,,
SATES,708187682,STEG12,E6548251,11/3/2023,,MONO,,,OUI,,,1,,,,
SATES,707861600,STEG12,E6548254,11/3/2023,,MONO,,,OUI,,,1,,,,
SATES,707861630,STEG12,E6548431,11/3/2023,,MONO,,,OUI,,,1,,,,
SATES,700981240,STEG12,E6548247,11/3/2023,,MONO,,,OUI,,,1,,,,
SATES,703155160,STEG12,E6556298,11/23/2023,,MONO,,,OUI,,,1,,,,
SATES,727380600,STEG12,E6564554,12/13/2023,,MONO,,,OUI,,,1,,,,
SATES,708483120,STEG12,E6561184,12/20/2023,,MONO,,,OUI,,,1,,,,
SATES,702428010,STEG12,E6566790,12/20/2023,,MONO,,,OUI,,,1,,,,
SATES,710686101,STEG12,E6568151,12/22/2023,,MONO,,,OUI,,,1,,,,
SATES,710341900,STEG12,E6568145,12/22/2023,,MONO,,,OUI,,,1,,,,
SATES,725228000,STEG12,E6569707,12/27/2023,,MONO,,,OUI,,,1,,,,
SATES,725803510,STEG12,E6564560,12/13/2023,,TRI,,,OUI,,,1,,,,
SATES,713463771,STEG12,E6573152,1/8/2024,,TRI,,,OUI,,,1,,,,
SATES,701870770,STEG12,E6578298,1/18/2024,,MONO,CTR MONO SUR ALPHA,,OUI,,,1,,,,
SATES,716704701,STEG12,E6573059,1/8/2024,,TRI,,,OUI,,,1,,,,
SEER,704085360,STEG12,6561817,12/7/2023,,MONO,,,OUI,,,1,,,,
SEER,725303700,STEG12,6575050,1/11/2024,,MONO,,,OUI,,,1,,,,
SEER,725203310,STEG12,6575026,1/18/2024,,TRI,CTR TRI SUR ALPHA,,OUI,,,1,,,,
SUN2E,725381300,STEG12,6539368,10/11/2023,,TRI,,,OUI,,,1,,,,
SUNWAY,710525740,STEG12,6572677,1/5/2024,,MONO,,,OUI,,,1,,,,
TESLA ENERGY,708048170,STEG12,6583039,1/31/2024,,MONO,,,OUI,,,1,,,,
Thinkpower,713468051,STEG12,E6573882,1/9/2024,,TRI,CTR TRI SUR ALPHA,,OUI,,,1,,,,
Thinkpower,704500720,STEG12,E6573845,1/9/2024,,MONO,,,OUI,,,1,,,,
EPC,727350300,STEG12,E6573852,1/9/2024,,MONO,,,OUI,,,1,,,,
Thinkpower,726660240,STEG12,E6573880,1/9/2024,,MONO,,,OUI,,,1,,,,
EPC,727350400,STEG12,E6573872,1/9/2024,,TRI,,,OUI,,,1,,,,
Venergy,710767430,STEG12,6575178,1/11/2024,,TRI,CTR TRI SUR ALPHA,,OUI,,,1,,,,
Venergy,710767380,STEG12,6575181,1/11/2024,,TRI,CTR TRI SUR ALPHA,,OUI,,,1,,,,
Venergy,725943141,STEG12,6580210,1/24/2024,,TRI,,,OUI,,,1,,,,
2SI,718345400,STEG13,6557157,,,TRI,A VERIFIER L'ETAT DE CE CLIENT,,OUI,,,1,,,,
2SI,704127720,STEG13,6534821,,,TRI,,,OUI,,,ANNULE,,,,
2SI,727614000,STEG13,6535094,,,TRI,,,OUI,,,1,,,,
2SI,720522260,STEG13,6575268,,,TRI,,,OUI,,,1,,,,
2SI,703453270,STEG13,6591531,,,TRI,,,OUI,,,1,,,,
AEP,717726750,STEG13,E6583737,2/2/2024,,MONO,,,OUI,,,1,,,,
AEP,701965401,STEG13,E6581529,1/26/2024,,MONO,,,OUI,,,1,,,,
AEP,709082440,STEG13,E6583703,2/2/2024,,MONO,,,OUI,,,1,,,,
AEP,707813520,STEG13,E6583760,2/2/2024,,MONO,,,OUI,,,1,,,,
AEP,708002860,STEG13,E6583733,2/2/2024,,MONO,,,OUI,,,1,,,,
AFF ETEINT,713624000,STEG13,FI-87-24-00220,1/22/2024,,MONO,,,OUI,,,1,,,,
AFF ETEINT,716305400,STEG13,FI-87-24-00452,2/9/2024,,MONO,,,OUI,,,1,,,,
AUG,718287001,STEG13,6467801,4/11/2023,,TRI,,,OUI,,,TRV OUSSEMA 21-03-24,,,,
BND,712947100,STEG13,6578575,1/19/2024,,MONO,,,OUI,,,1,,,,
BND,727205301,STEG13,6571648,1/3/2024,,MONO,,,OUI,,,1,,,,
EBS,717447810,STEG13,6587983,2/13/2024,,TRI,,,OUI,,,1,,,,
FOCUS ENERGIE,718347750,STEG13,6588881,2/15/2024,,MONO,,,OUI,,,1,,,,
FOCUS ENERGIE,710483880,STEG13,6588882,2/15/2024,,TRI,,,OUI,,,1,,,,
INNOVA SS,704306860,STEG13,6575260,,,MONO,,,OUI,,,1,,,,
INNOVA SS,711708200,STEG13,6575262,,,MONO,,,OUI,,,1,,,,
INNOVA SS,711721120,STEG13,6575407,,,MONO,,,OUI,,,1,,,,
INNOVA SS,711721110,STEG13,6575399,,,MONO,,,OUI,,,1,,,,
INNOVA SS,706526180,STEG13,6575262,,,MONO,,,OUI,,,1,,,,
INNOVA SS,716025260,STEG13,6575413,,,TRI,,,OUI,,,1,,,,
INNOVA SS,711301020,STEG13,6550181,,,TRI,,,OUI,,,1,,,,
ISEP,708124930,STEG13,6566812,12/20/2024,,TRI,,,OUI,,,1,,,,
NOUR ENERGY,713308801,STEG13,6585527,2/7/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,713308750,STEG13,6585445,2/7/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,718262200,STEG13,6585534,2/4/2024,,MONO,,,OUI,,,1,,,,
SATES,727412700,STEG13,6389987,,,MONO,,,OUI,,,1,,,,
SATES,708667100,STEG13,6587599,2/13/2024,,MONO,,,OUI,,,1,,,,
SATES,719803200,STEG13,6585332,2/6/2024,,MONO,,,OUI,,,1,,,,
SATES,716303500,STEG13,6581610,1/26/2024,,MONO,,,OUI,,,1,,,,
SATES,723301650,STEG13,6581594,1/26/2024,,MONO,,,OUI,,,1,,,,
SATES,704368050,STEG13,6587586,2/13/2024,,TRI,,,OUI,,,1,,,,
SOLECTRA,716203901,STEG13,6390001,10/26/2022,,MONO,,,OUI,,,1,,,,
SOLIDER,706365520,STEG13,6562435,12/8/2023,,MONO,,,OUI,,,1,,,,
SOLIDER,705660100,STEG13,6577172,1/16/2024,,MONO,,,OUI,,,1,,,,
SOLIDER,707867560,STEG13,6584623,2/5/2024,,MONO,,,OUI,,,1,,,,
SOLIDER,720107203,STEG13,6577183,1/16/2024,,MONO,,,OUI,,,1,,,,
SOMABE,726461510,STEG13,6582181,1/29/2024,,MONO,,,OUI,,,1,,,,
SOMABE,714687701,STEG13,6594729,2/29/2024,,MONO,,,OUI,,,1,,,,
SOMABE,725344402,STEG13,6561784,12/7/2023,,TRI,,,OUI,,,1,,,,
TESLA ENERGY,723648752,STEG13,6585564,2/7/2024,,TRI,,,OUI,,,1,,,,
Venergy,726307820,STEG13,6585263,2/6/2024,,MONO,,,OUI,,,1,,,,
Venergy,714323000,STEG13,6585266,2/6/2024,,MONO,,,OUI,,,1,,,,
Venergy,719502341,STEG13,6585261,2/6/2024,,MONO,,,OUI,,,1,,,,
2SI,704128610,STEG14,6594332,2/29/2024,,TRI,,,OUI,,,1,,,,
AEP,727327200,STEG14,E6590714,2/20/2024,,MONO,,,OUI,,,1,,,,
AEP,701151510,STEG14,E6590716,2/20/2024,,TRI,,,OUI,,,1,,,,
AEP,702402850,STEG14,E6596805,3/6/2024,,TRI,,,OUI,,,1,,,,
AFF ETEINT,705036160,STEG14,FI-87-24-00330,1/29/2024,,MONO,,,OUI,,,1,,,,
AFF ETEINT,708728600,STEG14,FI-87-24-00089,1/10/2024,,MONO,,,OUI,,,1,,,,
AFF ETEINT,725221820,STEG14,FI-87-23-04186,12/4/2023,,MONO,,,OUI,,,1,,,,
AUG,714106302,STEG14,6400128,10/25/2022,,TRI,,,OUI,,,1,,,,
AUG,702244603,STEG14,6573104,1/8/2024,,TRI,,,OUI,,,1,,,,
AUG,720506130,STEG14,6472587,12/7/2023,,TRI,,,OUI,,,1,,,,
BORNE CARBONISEE,726545601,STEG14,FI-87-24-00694,3/1/2024,,MONO,,,OUI,,,1,,,,
CANDELA,714626601,STEG14,6587496,2/13/2024,,MONO,,,OUI,,,1,,,,
CANDELA,718500780,STEG14,6564635,2/15/2024,,MONO,,,OUI,,,1,,,,
EBS,713565880,STEG14,E6574387,1/10/2024,,MONO,,,OUI,,,1,,,,
EBS,700482401,STEG14,E6574386,1/10/2024,,MONO,,,OUI,,,1,,,,
EBS,700470400,STEG14,E6594536,2/29/2024,,MONO,,,OUI,,,1,,,,
ELECTRO RAPIDE,718060701,STEG14,6559586,12/8/2023,,MONO,,,OUI,,,1,,,,
ELECTRO RAPIDE,720100600,STEG14,E6589420,2/16/2024,,MONO,,,OUI,,,1,,,,
ELECTRO RAPIDE,719245200,STEG14,6578603,1/19/2024,,MONO,,,OUI,,,1,,,,
ELECTRO RAPIDE,719142081,STEG14,6592148,2/23/2024,,TRI,,,OUI,,,1,,,,
ELECTRO RAPIDE,712583500,STEG14,E6586501,2/9/2024,,TRI,,,OUI,,,1,,,,
EPCOM,725202560,STEG14,6466906,4/7/2024,,MONO,,,OUI,,,1,,,,
FOURATI SOLAR TECHNOLOGY,710682800,STEG14,E6595113,1/3/2024,,MONO,,,OUI,,,1,,,,
FOURATI SOLAR TECHNOLOGY,712167153,STEG14,E6596713,6/3/2024,,TRI,,,OUI,,,1,,,,
GEC,710647300,STEG14,6589036,2/15/2024,,MONO,,,OUI,,,1,,,,
GEC,716968702,STEG14,6589033,2/15/2024,,MONO,,,OUI,,,1,,,,
GEC,708202451,STEG14,6590643,2/20/2024,,TRI,,,OUI,,,1,,,,
GPC,711060700,STEG14,E6581512,1/26/2024,,MONO,,,OUI,,,1,,,,
GPC,707480710,STEG14,E6581517,1/26/2024,,TRI,,,OUI,,,1,,,,
GPC,706168121,STEG14,E6583712,2/2/2024,,MONO,,,OUI,,,1,,,,
GPC,711444100,STEG14,E6583720,2/2/2024,,MONO,,,OUI,,,,,,,
GPC,714165650,STEG14,E6583728,2/2/2024,,MONO,,,OUI,,,1,,,,
GPC,712823541,STEG14,E6584176,2/2/2024,,MONO,,,OUI,,,1,,,,
GPC,704121220,STEG14,E6583769,2/2/2024,,MONO,,,OUI,,,1,,,,
GPC,706406370,STEG14,E6597248,3/7/2024,,MONO,,,OUI,,,1,,,,
GPC,715707750,STEG14,E6597224,3/7/2024,,MONO,,,OUI,,,1,,,,
GPC,720006311,STEG14,E6597226,3/7/2024,,TRI,,,OUI,,,1,,,,
ISEP,724006351,STEG14,6583195,1/31/2024,,MONO,,,OUI,,,1,,,,
ISEP,712529700,STEG14,6583189,1/31/2024,,MONO,,,OUI,,,1,,,,
MEGA SUN ENERGY,711345210,STEG14,6589443,2/16/2024,,MONO,,,OUI,,,1,,,,
MEGA SUN ENERGY,718508620,STEG14,6586475,3/7/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,713308841,STEG14,6592039,2/23/2024,,MONO,,,OUI,,,,,,,
NOUR ENERGY,713308821,STEG14,6592036,2/23/2024,,MONO,,,OUI,,,1,,,,
NOUR ENERGY,708506800,STEG14,6592031,2/23/2024,,MONO,,,OUI,,,1,,,,
SATEME,709702481,STEG14,6555977,11/22/2023,,MONO,,,OUI,,,1,,,,
SATEME,709702451,STEG14,6555983,11/22/2023,,MONO,,,OUI,,,1,,,,
SATEME,709702241,STEG14,6555981,11/22/2023,,MONO,,,OUI,,,1,,,,
SEQUOIA,725221200,STEG14,6590106,2/19/2024,,MONO,,,OUI,,,1,,,,
SEQUOIA,725407950,STEG14,6590722,2/20/2022,,MONO,,,OUI,,,1,,,,
SOLEVO BY SHZ,725903700,STEG14,E6573776,1/9/2024,,TRI,,,OUI,,,1,,,,
SOLEVO BY SHZ,720965310,STEG14,6551059,11/9/2023,,TRI,,,OUI,,,1,,,,
SK ENERGY,707124940,STEG14,6596675,3/6/2024,,TRI,,,OUI,,,1,,,,
SOLAR POWER COMPANY,713865252,STEG14,6585823,2/7/2024,,MONO,,,OUI,,,1,,,,
SOLAR POWER COMPANY,706002400,STEG14,6556194,11/23/2023,,TRI,,,OUI,,,1,,,,
SOMABE,701246800,STEG14,E6584321,2/2/2024,,MONO,,,OUI,,,1,,,,
SOMABE,705987310,STEG14,E6583707,2/2/2024,,MONO,,,OUI,,,1,,,,
SOMABE,715728121,STEG14,E6584324,2/2/2024,,MONO,,,OUI,,,,,,,
